state.name,county,POP2019,test
Kansas,Chase County,2648,0
Kansas,Chautauqua County,3250,0
Kansas,Cherokee County,19939,0
Kansas,Cheyenne County,2657,0
Kansas,Clark County,1994,0
Kansas,Clay County,8002,0
Kansas,Cloud County,8786,0
Kansas,Coffey County,8179,0
Kansas,Comanche County,1700,0
Kansas,Cowley County,34908,0
Kansas,Crawford County,38818,0
Kansas,Decatur County,2827,0
Kansas,Dickinson County,18466,0
Kansas,Doniphan County,7600,0
Kansas,Douglas County,122259,0
Kansas,Edwards County,2798,0
Kansas,Elk County,2530,0
Kansas,Ellis County,28553,0
Kansas,Ellsworth County,6102,0
Kansas,Finney County,36467,0
Kansas,Ford County,33619,0
Kansas,Franklin County,25544,0
Kansas,Geary County,31670,0
Kansas,Gove County,2636,0
Kansas,Graham County,2482,0
Kansas,Grant County,7150,0
Kansas,Gray County,5988,0
Kansas,Greeley County,1232,0
Kansas,Greenwood County,5982,0
Kansas,Hamilton County,2539,0
Kansas,Harper County,5436,0
Kansas,Harvey County,34429,0
Kansas,Haskell County,3968,0
Kansas,Hodgeman County,1794,0
Kansas,Jackson County,13171,0
Kansas,Jefferson County,19043,0
Kansas,Jewell County,2879,0
Kansas,Johnson County,602401,0
Kansas,Kearny County,3838,0
Kansas,Kingman County,7152,0
Kansas,Kiowa County,2475,0
Kansas,Labette County,19618,0
Kansas,Lane County,1535,0
Kansas,Leavenworth County,81758,0
Kansas,Lincoln County,2962,0
Kansas,Linn County,9703,0
Kansas,Logan County,2794,0
Kansas,Lyon County,33195,0
Kansas,McPherson County,28542,0
Kansas,Marion County,11884,0
Kansas,Marshall County,9707,0
Kansas,Meade County,4033,0
Kansas,Miami County,34237,0
Kansas,Mitchell County,5979,0
Kansas,Montgomery County,31829,0
Kansas,Morris County,5620,0
Kansas,Morton County,2587,0
Kansas,Nemaha County,10231,0
Kansas,Neosho County,16007,0
Kansas,Ness County,2750,0
Kansas,Norton County,5361,0
Kansas,Osage County,15949,0
Kansas,Osborne County,3421,0
Kansas,Ottawa County,5704,0
Kansas,Pawnee County,6414,0
Kansas,Phillips County,5234,0
Kansas,Pottawatomie County,24383,0
Kansas,Pratt County,9164,0
Kansas,Rawlins County,2530,0
Kansas,Reno County,61998,0
Kansas,Republic County,4636,0
Kansas,Rice County,9537,0
Kansas,Riley County,74232,0
Kansas,Rooks County,4920,0
Kansas,Rush County,3036,0
Kansas,Russell County,6856,0
Kansas,Saline County,54224,0
Kansas,Scott County,4823,0
Kansas,Sedgwick County,516042,0
Kansas,Seward County,21428,0
Kansas,Shawnee County,176875,0
Kansas,Sheridan County,2521,0
Kansas,Sherman County,5917,0
Kansas,Smith County,3583,0
Kansas,Stafford County,4156,0
Kansas,Stanton County,2006,0
Kansas,Stevens County,5485,0
Kansas,Sumner County,22836,0
Kansas,Thomas County,7777,0
Kansas,Trego County,2803,0
Kansas,Wabaunsee County,6931,0
Kansas,Wallace County,1518,0
Kansas,Washington County,5406,0
Kansas,Wichita County,2119,0
Kansas,Wilson County,8525,0
Kansas,Woodson County,3138,0
Kansas,Wyandotte County,165429,0
Kentucky,Adair County,19202,0
Kentucky,Allen County,21315,0
Kentucky,Anderson County,22747,0
Kentucky,Ballard County,7888,0
Kentucky,Barren County,44249,0
Kentucky,Bath County,12500,0
Kentucky,Bell County,26032,0
Kentucky,Boone County,133581,0
Kentucky,Bourbon County,19788,0
Kentucky,Boyd County,46718,0
Kentucky,Boyle County,30060,0
Kentucky,Bracken County,8303,0
Kentucky,Breathitt County,12630,0
Kentucky,Breckinridge County,20477,0
Kentucky,Bullitt County,81676,0
Kentucky,Butler County,12879,0
Kentucky,Caldwell County,12747,0
Kentucky,Calloway County,39001,0
Kentucky,Campbell County,93584,0
Kentucky,Carlisle County,4760,0
Kentucky,Carroll County,10631,0
Kentucky,Carter County,26797,0
Kentucky,Casey County,16159,0
Kentucky,Christian County,70461,0
Kentucky,Clark County,36263,0
Kentucky,Clay County,19901,0
Kentucky,Clinton County,10218,0
Kentucky,Crittenden County,8806,0
Kentucky,Cumberland County,6614,0
Kentucky,Daviess County,101511,0
Kentucky,Edmonson County,12150,0
Kentucky,Elliott County,7517,0
Kentucky,Estill County,14106,0
Kentucky,Fayette County,323152,0
Kentucky,Fleming County,14581,0
Kentucky,Floyd County,35589,0
Kentucky,Franklin County,50991,0
Kentucky,Fulton County,5969,0
Kentucky,Gallatin County,8869,0
Kentucky,Garrard County,17666,0
Kentucky,Grant County,25069,0
Kentucky,Graves County,37266,0
Kentucky,Grayson County,26427,0
Kentucky,Green County,10941,0
Kentucky,Greenup County,35098,0
Kentucky,Hancock County,8722,0
Kentucky,Hardin County,110958,0
Kentucky,Harlan County,26010,0
Kentucky,Harrison County,18886,0
Kentucky,Hart County,19035,0
Kentucky,Henderson County,45210,0
Kentucky,Henry County,16126,0
Kentucky,Hickman County,4380,0
Kentucky,Hopkins County,44686,0
Kentucky,Jackson County,13329,0
Kentucky,Jefferson County,766757,0
Kentucky,Jessamine County,54115,0
Kentucky,Johnson County,22188,0
Kentucky,Kenton County,166998,0
Kentucky,Knott County,14806,0
Kentucky,Knox County,31145,0
Kentucky,Larue County,14398,0
Kentucky,Laurel County,60813,0
Kentucky,Lawrence County,15317,0
Kentucky,Lee County,7403,0
Kentucky,Leslie County,9877,0
Kentucky,Letcher County,21553,0
Kentucky,Lewis County,13275,0
Kentucky,Lincoln County,24549,0
Kentucky,Livingston County,9194,0
Kentucky,Logan County,27102,0
Kentucky,Lyon County,8210,0
Kentucky,McCracken County,65418,0
Kentucky,McCreary County,17231,0
Kentucky,McLean County,9207,0
Kentucky,Madison County,92987,0
Kentucky,Magoffin County,12161,0
Kentucky,Marion County,19273,0
Kentucky,Marshall County,31100,0
Kentucky,Martin County,11195,0
Kentucky,Mason County,17070,0
Kentucky,Meade County,28572,0
Kentucky,Menifee County,6489,0
Kentucky,Mercer County,21933,0
Kentucky,Metcalfe County,10071,0
Kentucky,Monroe County,10650,0
Kentucky,Montgomery County,28157,0
Kentucky,Morgan County,13309,0
Kentucky,Muhlenberg County,30622,0
Kentucky,Nelson County,46233,0
Kentucky,Nicholas County,7269,0
Kentucky,Ohio County,23994,0
Kentucky,Oldham County,66799,0
Kentucky,Owen County,10901,0
Kentucky,Owsley County,4415,0
Kentucky,Pendleton County,14590,0
Kentucky,Perry County,25758,0
Kentucky,Pike County,57876,0
Kentucky,Powell County,12359,0
Kentucky,Pulaski County,64979,0
Kentucky,Robertson County,2108,0
Kentucky,Rockcastle County,16695,0
Kentucky,Rowan County,24460,0
Kentucky,Russell County,17923,0
Kentucky,Scott County,57004,0
Kentucky,Shelby County,49024,0
Kentucky,Simpson County,18572,0
Kentucky,Spencer County,19351,0
Kentucky,Taylor County,25769,0
Kentucky,Todd County,12294,0
Kentucky,Trigg County,14651,0
Kentucky,Trimble County,8471,0
Kentucky,Union County,14381,0
Kentucky,Warren County,132896,0
Kentucky,Washington County,12095,0
Kentucky,Wayne County,20333,0
Kentucky,Webster County,12942,0
Kentucky,Whitley County,36264,0
Kentucky,Wolfe County,7157,0
Kentucky,Woodford County,26734,0
Louisiana,Acadia Parish,62045,0
Louisiana,Allen Parish,25627,0
Louisiana,Ascension Parish,126604,0
Louisiana,Assumption Parish,21891,0
Louisiana,Avoyelles Parish,40144,0
Louisiana,Beauregard Parish,37497,0
Louisiana,Bienville Parish,13241,0
Louisiana,Bossier Parish,127039,0
Louisiana,Caddo Parish,240204,0
Louisiana,Calcasieu Parish,203436,0
Louisiana,Caldwell Parish,9918,0
Louisiana,Cameron Parish,6973,0
Louisiana,Catahoula Parish,9494,0
Louisiana,Claiborne Parish,15670,0
Louisiana,Concordia Parish,19259,0
Louisiana,De Soto Parish,27463,0
Louisiana,East Baton Rouge Parish,440059,0
Louisiana,East Carroll Parish,6861,0
Louisiana,East Feliciana Parish,19135,0
Louisiana,Evangeline Parish,33395,0
Louisiana,Franklin Parish,20015,0
Louisiana,Grant Parish,22389,0
Louisiana,Iberia Parish,69830,0
Louisiana,Iberville Parish,32511,0
Louisiana,Jackson Parish,15744,0
Louisiana,Jefferson Parish,432493,0
Louisiana,Jefferson Davis Parish,31368,0
Louisiana,Lafayette Parish,244390,0
Louisiana,Lafourche Parish,97614,0
Louisiana,LaSalle Parish,14892,0
Louisiana,Lincoln Parish,46742,0
Louisiana,Livingston Parish,140789,0
Louisiana,Madison Parish,10951,0
Louisiana,Morehouse Parish,24874,0
Louisiana,Natchitoches Parish,38158,0
Louisiana,Orleans Parish,390144,0
Louisiana,Ouachita Parish,153279,0
Louisiana,Plaquemines Parish,23197,0
Louisiana,Pointe Coupee Parish,21730,0
Louisiana,Rapides Parish,129648,0
Louisiana,Red River Parish,8442,0
Louisiana,Richland Parish,20122,0
Louisiana,Sabine Parish,23884,0
Louisiana,St. Bernard Parish,47244,0
Louisiana,St. Charles Parish,53100,0
Louisiana,St. Helena Parish,10132,0
Louisiana,St. James Parish,21096,0
Louisiana,St. John the Baptist Parish,42837,0
Louisiana,St. Landry Parish,82124,0
Louisiana,St. Martin Parish,53431,0
Louisiana,St. Mary Parish,49348,0
Louisiana,St. Tammany Parish,260419,0
Louisiana,Tangipahoa Parish,134758,0
Louisiana,Tensas Parish,4334,0
Louisiana,Terrebonne Parish,110461,0
Louisiana,Union Parish,22108,0
Louisiana,Vermilion Parish,59511,0
Louisiana,Vernon Parish,47429,0
Louisiana,Washington Parish,46194,0
Louisiana,Webster Parish,38340,0
Louisiana,West Baton Rouge Parish,26465,0
Louisiana,West Carroll Parish,10830,0
Louisiana,West Feliciana Parish,15568,0
Louisiana,Winn Parish,13904,0
Maine,Androscoggin County,108277,0
Maine,Aroostook County,67055,0
Maine,Cumberland County,295003,0
Maine,Franklin County,30199,0
Maine,Hancock County,54987,0
Maine,Kennebec County,122302,0
Maine,Knox County,39772,0
Maine,Lincoln County,34634,0
Maine,Oxford County,57975,0
Maine,Penobscot County,152148,0
Maine,Piscataquis County,16785,0
Maine,Sagadahoc County,35856,0
Maine,Somerset County,50484,0
Maine,Waldo County,39715,0
Maine,Washington County,31379,0
Maine,York County,207641,0
Maryland,Allegany County,70416,0
Maryland,Anne Arundel County,579234,0
Maryland,Baltimore County,827370,0
Maryland,Calvert County,92525,0
Maryland,Caroline County,33406,0
Maryland,Carroll County,168447,0
Maryland,Cecil County,102855,0
Maryland,Charles County,163257,0
Maryland,Dorchester County,31929,0
Maryland,Frederick County,259547,0
Maryland,Garrett County,29014,0
Maryland,Harford County,255441,0
Maryland,Howard County,325690,0
Maryland,Kent County,19422,0
Maryland,Montgomery County,1050688,0
Maryland,Prince George's County,909327,0
Maryland,Queen Anne's County,50381,0
Maryland,St. Mary's County,113510,0
Maryland,Somerset County,25616,0
Maryland,Talbot County,37181,0
Maryland,Washington County,151049,0
Maryland,Wicomico County,103609,0
Maryland,Worcester County,52276,0
Maryland,Baltimore city,593490,0
Massachusetts,Barnstable County,212990,0
Massachusetts,Berkshire County,124944,0
Massachusetts,Bristol County,565217,0
Massachusetts,Dukes County,17332,0
Massachusetts,Essex County,789034,0
Massachusetts,Franklin County,70180,0
Massachusetts,Hampden County,466372,0
Massachusetts,Hampshire County,160830,0
Massachusetts,Middlesex County,1611699,0
Massachusetts,Nantucket County,11399,0
Massachusetts,Norfolk County,706775,0
Massachusetts,Plymouth County,521202,0
Massachusetts,Suffolk County,803907,0
Massachusetts,Worcester County,830622,0
Michigan,Alcona County,10405,0
Michigan,Alger County,9108,0
Michigan,Allegan County,118081,0
Michigan,Alpena County,28405,0
Michigan,Antrim County,23324,0
Michigan,Arenac County,14883,0
Michigan,Baraga County,8209,0
Michigan,Barry County,61550,0
Michigan,Bay County,103126,0
Michigan,Benzie County,17766,0
Michigan,Berrien County,153401,0
Michigan,Branch County,43517,0
Michigan,Calhoun County,134159,0
Michigan,Cass County,51787,0
Michigan,Charlevoix County,26143,0
Michigan,Cheboygan County,25276,0
Michigan,Chippewa County,37349,0
Michigan,Clare County,30950,0
Michigan,Clinton County,79595,0
Michigan,Crawford County,14029,0
Michigan,Delta County,35784,0
Michigan,Dickinson County,25239,0
Michigan,Eaton County,110268,0
Michigan,Emmet County,33415,0
Michigan,Genesee County,405813,0
Michigan,Gladwin County,25449,0
Michigan,Gogebic County,13975,0
Michigan,Grand Traverse County,93088,0
Michigan,Gratiot County,40711,0
Michigan,Hillsdale County,45605,0
Michigan,Houghton County,35684,0
Michigan,Huron County,30981,0
Michigan,Ingham County,292406,0
Michigan,Ionia County,64697,0
Michigan,Iosco County,25127,0
Michigan,Iron County,11066,0
Michigan,Isabella County,69872,0
Michigan,Jackson County,158510,0
Michigan,Kalamazoo County,265066,0
Michigan,Kalkaska County,18038,0
Michigan,Kent County,656955,0
Michigan,Keweenaw County,2116,0
Michigan,Lake County,11853,0
Michigan,Lapeer County,87607,0
Michigan,Leelanau County,21761,0
Michigan,Lenawee County,98451,0
Michigan,Livingston County,191995,0
Michigan,Luce County,6229,0
Michigan,Mackinac County,10799,0
Michigan,Macomb County,873972,0
Michigan,Manistee County,24558,0
Michigan,Marquette County,66699,0
Michigan,Mason County,29144,0
Michigan,Mecosta County,43453,0
Michigan,Menominee County,22780,0
Michigan,Midland County,83156,0
Michigan,Missaukee County,15118,0
Michigan,Monroe County,150500,0
Michigan,Montcalm County,63888,0
Michigan,Montmorency County,9328,0
Michigan,Muskegon County,173566,0
Michigan,Newaygo County,48980,0
Michigan,Oakland County,1257584,0
Michigan,Oceana County,26467,0
Michigan,Ogemaw County,20997,0
Michigan,Ontonagon County,5720,0
Michigan,Osceola County,23460,0
Michigan,Oscoda County,8241,0
Michigan,Otsego County,24668,0
Michigan,Ottawa County,291830,0
Michigan,Presque Isle County,12592,0
Michigan,Roscommon County,24019,0
Michigan,Saginaw County,190539,0
Michigan,St. Clair County,159128,0
Michigan,St. Joseph County,60964,0
Michigan,Sanilac County,41170,0
Michigan,Schoolcraft County,8094,0
Michigan,Shiawassee County,68122,0
Michigan,Tuscola County,52245,0
Michigan,Van Buren County,75677,0
Michigan,Washtenaw County,367601,0
Michigan,Wayne County,1749343,0
Michigan,Wexford County,33631,0
Minnesota,Aitkin County,15886,0
Minnesota,Anoka County,356921,0
Minnesota,Becker County,34423,0
Minnesota,Beltrami County,47188,0
Minnesota,Benton County,40889,0
Minnesota,Big Stone County,4991,0
Minnesota,Blue Earth County,67653,0
Minnesota,Brown County,25008,0
Minnesota,Carlton County,35871,0
Minnesota,Carver County,105089,0
Minnesota,Cass County,29779,0
Minnesota,Chippewa County,11800,0
Minnesota,Chisago County,56579,0
Minnesota,Clay County,64222,0
Minnesota,Clearwater County,8818,0
Minnesota,Cook County,5463,0
Minnesota,Cottonwood County,11196,0
Minnesota,Crow Wing County,65055,0
Minnesota,Dakota County,429021,0
Minnesota,Dodge County,20934,0
Minnesota,Douglas County,38141,0
Minnesota,Faribault County,13653,0
Minnesota,Fillmore County,21067,0
Minnesota,Freeborn County,30281,0
Minnesota,Goodhue County,46340,0
Minnesota,Grant County,5972,0
Minnesota,Hennepin County,1265843,0
Minnesota,Houston County,18600,0
Minnesota,Hubbard County,21491,0
Minnesota,Isanti County,40596,0
Minnesota,Itasca County,45130,0
Minnesota,Jackson County,9846,0
Minnesota,Kanabec County,16337,0
Minnesota,Kandiyohi County,43199,0
Minnesota,Kittson County,4298,0
Minnesota,Koochiching County,12229,0
Minnesota,Lac qui Parle County,6623,0
Minnesota,Lake County,10641,0
Minnesota,Lake of the Woods County,3740,0
Minnesota,Le Sueur County,28887,0
Minnesota,Lincoln County,5639,0
Minnesota,Lyon County,25474,0
Minnesota,McLeod County,35893,0
Minnesota,Mahnomen County,5527,0
Minnesota,Marshall County,9336,0
Minnesota,Martin County,19683,0
Minnesota,Meeker County,23222,0
Minnesota,Mille Lacs County,26277,0
Minnesota,Morrison County,33386,0
Minnesota,Mower County,40062,0
Minnesota,Murray County,8194,0
Minnesota,Nicollet County,34274,0
Minnesota,Nobles County,21629,0
Minnesota,Norman County,6375,0
Minnesota,Olmsted County,158293,0
Minnesota,Otter Tail County,58746,0
Minnesota,Pennington County,14119,0
Minnesota,Pine County,29579,0
Minnesota,Pipestone County,9126,0
Minnesota,Polk County,31364,0
Minnesota,Pope County,11249,0
Minnesota,Ramsey County,550321,0
Minnesota,Red Lake County,4055,0
Minnesota,Redwood County,15170,0
Minnesota,Renville County,14548,0
Minnesota,Rice County,66972,0
Minnesota,Rock County,9315,0
Minnesota,Roseau County,15165,0
Minnesota,St. Louis County,199070,0
Minnesota,Scott County,149013,0
Minnesota,Sherburne County,97238,0
Minnesota,Sibley County,14865,0
Minnesota,Stearns County,161075,0
Minnesota,Steele County,36649,0
Minnesota,Stevens County,9805,0
Minnesota,Swift County,9266,0
Minnesota,Todd County,24664,0
Minnesota,Traverse County,3259,0
Minnesota,Wabasha County,21627,0
Minnesota,Wadena County,13682,0
Minnesota,Waseca County,18612,0
Minnesota,Washington County,262440,0
Minnesota,Watonwan County,10897,0
Minnesota,Wilkin County,6207,0
Minnesota,Winona County,50484,0
Minnesota,Wright County,138377,0
Minnesota,Yellow Medicine County,9709,0
Mississippi,Adams County,30693,0
Mississippi,Alcorn County,36953,0
Mississippi,Amite County,12297,0
Mississippi,Attala County,18174,0
Mississippi,Benton County,8259,0
Mississippi,Bolivar County,30628,0
Mississippi,Calhoun County,14361,0
Mississippi,Carroll County,9947,0
Mississippi,Chickasaw County,17103,0
Mississippi,Choctaw County,8210,0
Mississippi,Claiborne County,8988,0
Mississippi,Clarke County,15541,0
Mississippi,Clay County,19316,0
Mississippi,Coahoma County,22124,0
Mississippi,Copiah County,28065,0
Mississippi,Covington County,18636,0
Mississippi,DeSoto County,184945,0
Mississippi,Forrest County,74897,0
Mississippi,Franklin County,7713,0
Mississippi,George County,24500,0
Mississippi,Greene County,13586,0
Mississippi,Grenada County,20758,0
Mississippi,Hancock County,47632,0
Mississippi,Harrison County,208080,0
Mississippi,Hinds County,231840,0
Mississippi,Holmes County,17010,0
Mississippi,Humphreys County,8064,0
Mississippi,Issaquena County,1327,0
Mississippi,Itawamba County,23390,0
Mississippi,Jackson County,143617,0
Mississippi,Jasper County,16383,0
Mississippi,Jefferson County,6990,0
Mississippi,Jefferson Davis County,11128,0
Mississippi,Jones County,68098,0
Mississippi,Kemper County,9742,0
Mississippi,Lafayette County,54019,0
Mississippi,Lamar County,63343,0
Mississippi,Lauderdale County,74125,0
Mississippi,Lawrence County,12586,0
Mississippi,Leake County,22786,0
Mississippi,Lee County,85436,0
Mississippi,Leflore County,28183,0
Mississippi,Lincoln County,34153,0
Mississippi,Lowndes County,58595,0
Mississippi,Madison County,106272,0
Mississippi,Marion County,24573,0
Mississippi,Marshall County,35294,0
Mississippi,Monroe County,35252,0
Mississippi,Montgomery County,9775,0
Mississippi,Neshoba County,29118,0
Mississippi,Newton County,21018,0
Mississippi,Noxubee County,10417,0
Mississippi,Oktibbeha County,49587,0
Mississippi,Panola County,34192,0
Mississippi,Pearl River County,55535,0
Mississippi,Perry County,11973,0
Mississippi,Pike County,39288,0
Mississippi,Pontotoc County,32174,0
Mississippi,Prentiss County,25126,0
Mississippi,Quitman County,6792,0
Mississippi,Rankin County,155271,0
Mississippi,Scott County,28124,0
Mississippi,Sharkey County,4321,0
Mississippi,Simpson County,26658,0
Mississippi,Smith County,15916,0
Mississippi,Stone County,18336,0
Mississippi,Sunflower County,25110,0
Mississippi,Tallahatchie County,13809,0
Mississippi,Tate County,28321,0
Mississippi,Tippah County,22015,0
Mississippi,Tishomingo County,19383,0
Mississippi,Tunica County,9632,0
Mississippi,Union County,28815,0
Mississippi,Walthall County,14286,0
Mississippi,Warren County,45381,0
Mississippi,Washington County,43909,0
Mississippi,Wayne County,20183,0
Mississippi,Webster County,9689,0
Mississippi,Wilkinson County,8630,0
Mississippi,Winston County,17955,0
Mississippi,Yalobusha County,12108,0
Mississippi,Yazoo County,29690,0
Missouri,Adair County,25343,0
Missouri,Andrew County,17712,0
Missouri,Atchison County,5143,0
Missouri,Audrain County,25388,0
Missouri,Barry County,35789,0
Missouri,Barton County,11754,0
Missouri,Bates County,16172,0
Missouri,Benton County,19443,0
Missouri,Bollinger County,12133,0
Missouri,Boone County,180463,0
Missouri,Buchanan County,87364,0
Missouri,Butler County,42478,0
Missouri,Caldwell County,9020,0
Missouri,Callaway County,44743,0
Missouri,Camden County,46305,0
Missouri,Cape Girardeau County,78871,0
Missouri,Carroll County,8679,0
Missouri,Carter County,5982,0
Missouri,Cass County,105780,0
Missouri,Cedar County,14349,0
Missouri,Chariton County,7426,0
Missouri,Christian County,88595,0
Missouri,Clark County,6797,0
Missouri,Clay County,249948,0
Missouri,Clinton County,20387,0
Missouri,Cole County,76745,0
Missouri,Cooper County,17709,0
Missouri,Crawford County,23920,0
Missouri,Dade County,7561,0
Missouri,Dallas County,16878,0
Missouri,Daviess County,8278,0
Missouri,DeKalb County,12547,0
Missouri,Dent County,15573,0
Missouri,Douglas County,13185,0
Missouri,Dunklin County,29131,0
Missouri,Franklin County,103967,0
Missouri,Gasconade County,14706,0
Missouri,Gentry County,6571,0
Missouri,Greene County,293086,0
Missouri,Grundy County,9850,0
Missouri,Harrison County,8352,0
Missouri,Henry County,21824,0
Missouri,Hickory County,9544,0
Missouri,Holt County,4403,0
Missouri,Howard County,10001,0
Missouri,Howell County,40117,0
Missouri,Iron County,10125,0
Missouri,Jackson County,703011,0
Missouri,Jasper County,121328,0
Missouri,Jefferson County,225081,0
Missouri,Johnson County,54062,0
Missouri,Knox County,3959,0
Missouri,Laclede County,35723,0
Missouri,Lafayette County,32708,0
Missouri,Lawrence County,38355,0
Missouri,Lewis County,9776,0
Missouri,Lincoln County,59013,0
Missouri,Linn County,11920,0
Missouri,Livingston County,15227,0
Missouri,McDonald County,22837,0
Missouri,Macon County,15117,0
Missouri,Madison County,12088,0
Missouri,Maries County,8697,0
Missouri,Marion County,28530,0
Missouri,Mercer County,3617,0
Missouri,Miller County,25619,0
Missouri,Mississippi County,13180,0
Missouri,Moniteau County,16132,0
Missouri,Monroe County,8644,0
Missouri,Montgomery County,11551,0
Missouri,Morgan County,20627,0
Missouri,New Madrid County,17076,0
Missouri,Newton County,58236,0
Missouri,Nodaway County,22092,0
Missouri,Oregon County,10529,0
Missouri,Osage County,13615,0
Missouri,Ozark County,9174,0
Missouri,Pemiscot County,15805,0
Missouri,Perry County,19136,0
Missouri,Pettis County,42339,0
Missouri,Phelps County,44573,0
Missouri,Pike County,18302,0
Missouri,Platte County,104418,0
Missouri,Polk County,32149,0
Missouri,Pulaski County,52607,0
Missouri,Putnam County,4696,0
Missouri,Ralls County,10309,0
Missouri,Randolph County,24748,0
Missouri,Ray County,23018,0
Missouri,Reynolds County,6270,0
Missouri,Ripley County,13288,0
Missouri,St. Charles County,402022,0
Missouri,St. Clair County,9397,0
Missouri,Ste. Genevieve County,17894,0
Missouri,St. Francois County,67215,0
Missouri,St. Louis County,994205,0
Missouri,Saline County,22761,0
Missouri,Schuyler County,4660,0
Missouri,Scotland County,4902,0
Missouri,Scott County,38280,0
Missouri,Shannon County,8166,0
Missouri,Shelby County,5930,0
Missouri,Stoddard County,29025,0
Missouri,Stone County,31952,0
Missouri,Sullivan County,6089,0
Missouri,Taney County,55928,0
Missouri,Texas County,25398,0
Missouri,Vernon County,20563,0
Missouri,Warren County,35649,0
Missouri,Washington County,24730,0
Missouri,Wayne County,12873,0
Missouri,Webster County,39592,0
Missouri,Worth County,2013,0
Missouri,Wright County,18289,0
Missouri,St. Louis city,300576,0
Montana,Beaverhead County,9453,0
Montana,Big Horn County,13319,0
Montana,Blaine County,6681,0
Montana,Broadwater County,6237,0
Montana,Carbon County,10725,0
Montana,Carter County,1252,0
Montana,Cascade County,81366,0
Montana,Chouteau County,5635,0
Montana,Custer County,11402,0
Montana,Daniels County,1690,0
Montana,Dawson County,8613,0
Montana,Deer Lodge County,9140,0
Montana,Fallon County,2846,0
Montana,Fergus County,11050,0
Montana,Flathead County,103806,0
Montana,Gallatin County,114434,0
Montana,Garfield County,1258,0
Montana,Glacier County,13753,0
Montana,Golden Valley County,821,0
Montana,Granite County,3379,0
Montana,Hill County,16484,0
Montana,Jefferson County,12221,0
Montana,Judith Basin County,2007,0
Montana,Lake County,30458,0
Montana,Lewis and Clark County,69432,0
Montana,Liberty County,2337,0
Montana,Lincoln County,19980,0
Montana,McCone County,1664,0
Montana,Madison County,8600,0
Montana,Meagher County,1862,0
Montana,Mineral County,4397,0
Montana,Missoula County,119600,0
Montana,Musselshell County,4633,0
Montana,Park County,16606,0
Montana,Petroleum County,487,0
Montana,Phillips County,3954,0
Montana,Pondera County,5911,0
Montana,Powder River County,1682,0
Montana,Powell County,6890,0
Montana,Prairie County,1077,0
Montana,Ravalli County,43806,0
Montana,Richland County,10803,0
Montana,Roosevelt County,11004,0
Montana,Rosebud County,8937,0
Montana,Sanders County,12113,0
Montana,Sheridan County,3309,0
Montana,Silver Bow County,34915,0
Montana,Stillwater County,9642,0
Montana,Sweet Grass County,3737,0
Montana,Teton County,6147,0
Montana,Toole County,4736,0
Montana,Treasure County,696,0
Montana,Valley County,7396,0
Montana,Wheatland County,2126,0
Montana,Wibaux County,969,0
Montana,Yellowstone County,161300,0
Nebraska,Adams County,31363,0
Nebraska,Antelope County,6298,0
Nebraska,Arthur County,463,0
Nebraska,Banner County,745,0
Nebraska,Blaine County,465,0
Nebraska,Boone County,5192,0
Nebraska,Box Butte County,10783,0
Nebraska,Boyd County,1919,0
Nebraska,Brown County,2955,0
Nebraska,Buffalo County,49659,0
Nebraska,Burt County,6459,0
Nebraska,Butler County,8016,0
Nebraska,Cass County,26248,0
Nebraska,Cedar County,8402,0
Nebraska,Chase County,3924,0
Nebraska,Cherry County,5689,0
Nebraska,Cheyenne County,8910,0
Nebraska,Clay County,6203,0
Nebraska,Colfax County,10709,0
Nebraska,Cuming County,8846,0
Nebraska,Custer County,10777,0
Nebraska,Dakota County,20026,0
Nebraska,Dawes County,8589,0
Nebraska,Dawson County,23595,0
Nebraska,Deuel County,1794,0
Nebraska,Dixon County,5636,0
Nebraska,Dodge County,36565,0
Nebraska,Douglas County,571327,0
Nebraska,Dundy County,1693,0
Nebraska,Fillmore County,5462,0
Nebraska,Franklin County,2979,0
Nebraska,Frontier County,2627,0
Nebraska,Furnas County,4676,0
Nebraska,Gage County,21513,0
Nebraska,Garden County,1837,0
Nebraska,Garfield County,1969,0
Nebraska,Gosper County,1990,0
Nebraska,Grant County,623,0
Nebraska,Greeley County,2356,0
Nebraska,Hall County,61353,0
Nebraska,Hamilton County,9324,0
Nebraska,Harlan County,3380,0
Nebraska,Hayes County,922,0
Nebraska,Hitchcock County,2762,0
Nebraska,Holt County,10067,0
Nebraska,Hooker County,682,0
Nebraska,Howard County,6445,0
Nebraska,Jefferson County,7046,0
Nebraska,Johnson County,5071,0
Nebraska,Kearney County,6495,0
Nebraska,Keith County,8034,0
Nebraska,Keya Paha County,806,0
Nebraska,Kimball County,3632,0
Nebraska,Knox County,8332,0
Nebraska,Lancaster County,319090,0
Nebraska,Lincoln County,34914,0
Nebraska,Logan County,748,0
Nebraska,Loup County,664,0
Nebraska,McPherson County,494,0
Nebraska,Madison County,35099,0
Nebraska,Merrick County,7755,0
Nebraska,Morrill County,4642,0
Nebraska,Nance County,3519,0
Nebraska,Nemaha County,6972,0
Nebraska,Nuckolls County,4148,0
Nebraska,Otoe County,16012,0
Nebraska,Pawnee County,2613,0
Nebraska,Perkins County,2891,0
Nebraska,Phelps County,9034,0
Nebraska,Pierce County,7148,0
Nebraska,Platte County,33470,0
Nebraska,Polk County,5213,0
Nebraska,Red Willow County,10724,0
Nebraska,Richardson County,7865,0
Nebraska,Rock County,1357,0
